"VispuntWID ""WaarnemingWID"" ""Datum"" ""VispuntX"" ""VispuntY"" ""geometry"""
396 1287 9149 2012-04-04 166515 165558.01 c(166515, 165558.01)
397 1267 9151 2012-04-04 161474 162261.01 c(161474, 162261.01)
398 1311 9152 2012-04-04 157073 161784.01 c(157073, 161784.01)
399 2464 9155 2012-05-10 204799 204748.01 c(204799, 204748.01)
400 2587 9157 2012-05-21 252524 203300.01 c(252524, 203300.01)
401 2586 9158 2012-05-21 251787 200757.01 c(251787, 200757.01)
402 2594 9159 2012-05-22 250513 199306.01 c(250513, 199306.01)
403 2573 9162 2012-05-23 246152 183843.01 c(246152, 183843.01)
404 2582 9164 2012-05-24 246716 182140.01 c(246716, 182140.01)
405 2580 9165 2012-05-24 242973 176640.01 c(242973, 176640.01)
406 2595 9167 2012-05-29 176322 237341.01 c(176322, 237341.01)
407 2854 9168 2012-05-29 179691 235496.01 c(179691, 235496.01)
408 2599 9170 2012-05-30 180457 230792.01 c(180457, 230792.01)
409 2601 9172 2012-05-30 169296 234869.01 c(169296, 234869.01)
410 2602 9173 2012-05-31 168418 233760.01 c(168418, 233760.01)
411 2603 9174 2012-05-31 167119 226533.01 c(167119, 226533.01)
412 2781 9175 2012-05-31 157893 232929.01 c(157893, 232929.01)
413 1677 9178 2012-04-11 165498 189530.01 c(165498, 189530.01)
414 1325 9179 2012-04-11 168988 183658.01 c(168988, 183658.01)
415 1326 9180 2012-04-11 164354 187222.01 c(164354, 187222.01)
416 1570 9182 2012-04-12 177945 171499.01 c(177945, 171499.01)
417 1249 9187 2012-04-13 164214 188867.01 c(164214, 188867.01)
418 1351 9190 2012-05-03 81627 183628.01 c(81627, 183628.01)
419 931 9192 2012-05-03 47299 161555.01 c(47299, 161555.01)
420 986 9195 2012-06-12 115458 186793.01 c(115458, 186793.01)
421 987 9196 2012-06-12 115606 185457.01 c(115606, 185457.01)
422 1706 9200 2012-06-11 172864 184242.01 c(172864, 184242.01)
423 1703 9201 2012-06-11 174581 184472.01 c(174581, 184472.01)
424 1699 9202 2012-06-11 179024 185555.01 c(179024, 185555.01)
425 1708 9206 2012-06-06 193230 188174.01 c(193230, 188174.01)
426 2782 9207 2012-05-31 157825 238990.01 c(157825, 238990.01)
427 1190 9208 2012-06-25 140150 173334.01 c(140150, 173334.01)
428 1445 9209 2012-06-25 123574 181981.01 c(123574, 181981.01)
429 1447 9212 2012-06-26 125945 182975.01 c(125945, 182975.01)
430 1479 9214 2012-06-26 129931 189624.01 c(129931, 189624.01)
431 1709 9217 2012-06-05 196565 186919.01 c(196565, 186919.01)
432 1688 9218 2012-06-05 198807 186902.01 c(198807, 186902.01)
433 1707 9220 2012-06-05 205843 184483.01 c(205843, 184483.01)
434 1452 9224 2012-06-28 117051 166854.01 c(117051, 166854.01)
435 1451 9226 2012-06-28 118088 167088.01 c(118088, 167088.01)
436 1686 9227 2012-06-04 229465 176326.01 c(229465, 176326.01)
437 1704 9229 2012-06-06 190681 188490.01 c(190681, 188490.01)
438 1462 9232 2012-06-25 132232 175409.01 c(132232, 175409.01)
439 82 9233 2012-04-05 244225 183410.01 c(244225, 183410.01)
440 908 9236 2012-07-05 138549 213953.01 c(138549, 213953.01)
441 1234 9240 2012-07-09 139831 155704.01 c(139831, 155704.01)
442 1240 9243 2012-07-09 153632 178620.01 c(153632, 178620.01)
443 1237 9244 2012-07-09 158246 185308.01 c(158246, 185308.01)
444 1240 9245 2012-07-09 153632 178620.01 c(153632, 178620.01)
445 817 9246 2012-03-21 71411 224750.01 c(71411, 224750.01)
446 83 9247 2012-04-05 244033 185543.01 c(244033, 185543.01)
447 1240 9438 2010-01-13 153632 178620.01 c(153632, 178620.01)
448 1237 9440 2010-01-13 158246 185308.01 c(158246, 185308.01)
449 372 9819 2013-09-18 129004 193176.01 c(129004, 193176.01)
450 326 9820 2013-09-18 137700 193386.01 c(137700, 193386.01)
451 372 9827 2013-09-17 129004 193176.01 c(129004, 193176.01)
452 326 9828 2013-09-17 137700 193386.01 c(137700, 193386.01)
453 415 9831 2012-10-01 182685 206631.01 c(182685, 206631.01)
454 416 9834 2012-10-01 201202 212973.01 c(201202, 212973.01)
455 424 9837 2012-10-03 221299 214685.01 c(221299, 214685.01)
456 422 9838 2012-10-03 224672 214248.01 c(224672, 214248.01)
457 409 9840 2012-10-04 232167 210576.01 c(232167, 210576.01)
458 415 9842 2012-10-01 182685 206631.01 c(182685, 206631.01)
459 422 9847 2012-10-02 224672 214248.01 c(224672, 214248.01)
460 598 9849 2012-10-08 38364 204404.01 c(38364, 204404.01)
461 593 9853 2012-10-08 50017 208591.01 c(50017, 208591.01)
462 592 9854 2012-10-08 51638 208883.01 c(51638, 208883.01)
463 598 9858 2012-10-08 38364 204404.01 c(38364, 204404.01)
464 592 9861 2012-10-08 51638 208883.01 c(51638, 208883.01)
465 3079 9934 2012-10-24 169987 209361.01 c(169987, 209361.01)
466 393 9944 2012-10-23 238880 175172.01 c(238880, 175172.01)
467 722 9946 2012-09-19 47585 192809.01 c(47585, 192809.01)
468 745 9948 2012-09-19 50571 191662.01 c(50571, 191662.01)
469 725 9949 2012-09-21 44188 192602.01 c(44188, 192602.01)
470 727 9950 2012-09-21 54948 191225.01 c(54948, 191225.01)
471 729 9951 2012-09-21 59150 192276.01 c(59150, 192276.01)
472 3079 9955 2012-10-23 169987 209361.01 c(169987, 209361.01)
473 2401 10033 2013-03-05 177254 196555.01 c(177254, 196555.01)
474 1763 10038 2013-04-03 187853 171091.01 c(187853, 171091.01)
475 568 10057 2013-09-03 144289 194058.01 c(144289, 194058.01)
476 897 10058 2013-09-02 147444 202181.01 c(147444, 202181.01)
477 1098 10059 2013-05-21 92456 186082.01 c(92456, 186082.01)
478 2140 10065 2013-10-08 200555 184492.01 c(200555, 184492.01)
479 1224 10066 2013-04-23 174056 176275.01 c(174056, 176275.01)
480 1225 10067 2013-04-23 173808 179531.01 c(173808, 179531.01)
481 1222 10068 2013-04-22 169229 168159.01 c(169229, 168159.01)
482 1205 10069 2013-04-22 173060 173913.01 c(173060, 173913.01)
483 1208 10070 2013-04-24 169186 186325.01 c(169186, 186325.01)
484 1206 10073 2013-04-22 169645 161047.01 c(169645, 161047.01)
485 1097 10074 2013-05-14 91362 186066.01 c(91362, 186066.01)
486 1097 10079 2013-05-21 91362 186066.01 c(91362, 186066.01)
487 567 10080 2013-09-03 143885 193277.01 c(143885, 193277.01)
488 2905 10083 2013-07-16 185327 213677.01 c(185327, 213677.01)
489 2513 10084 2013-07-16 169080 207936.01 c(169080, 207936.01)
490 69 10087 2013-09-25 47065 178953.01 c(47065, 178953.01)
491 729 10090 2013-04-04 59150 192276.01 c(59150, 192276.01)
492 1145 10091 2013-04-04 59990 183372.01 c(59990, 183372.01)
493 931 10093 2013-04-18 47299 161555.01 c(47299, 161555.01)
494 1146 10095 2013-04-18 61148 166828.01 c(61148, 166828.01)
495 246 10098 2013-04-30 100663 204230.01 c(100663, 204230.01)
496 888 10099 2013-04-30 117648 198314.01 c(117648, 198314.01)
497 2504 10100 2013-08-28 178326 209664.01 c(178326, 209664.01)
498 2245 10101 2013-07-31 258201 159313.01 c(258201, 159313.01)
499 2785 10102 2013-08-06 157828 240573.01 c(157828, 240573.01)
500 1248 10106 2013-07-30 161154 190140.01 c(161154, 190140.01)
501 1335 10107 2013-07-30 161030 188356.01 c(161030, 188356.01)
502 2331 10109 2013-09-23 243030 198006.01 c(243030, 198006.01)
503 3167 10110 2013-09-23 244934 184449.01 c(244934, 184449.01)
504 3261 10111 2013-04-11 68950 207890.01 c(68950, 207890.01)
505 588 10112 2013-04-11 70676 202364.01 c(70676, 202364.01)
506 587 10113 2013-04-11 68430 199925.01 c(68430, 199925.01)
507 1237 10115 2013-07-04 158246 185308.01 c(158246, 185308.01)
508 1234 10116 2013-07-01 139831 155704.01 c(139831, 155704.01)
509 1240 10120 2013-07-01 153632 178620.01 c(153632, 178620.01)
510 800 10123 2013-09-12 87499 214729.01 c(87499, 214729.01)
511 864 10124 2013-09-09 97589 217261.01 c(97589, 217261.01)
512 800 10128 2013-09-09 87499 214729.01 c(87499, 214729.01)
513 436 10129 2013-09-30 110399 211141.01 c(110399, 211141.01)
514 442 10130 2013-09-30 111549 204403.01 c(111549, 204403.01)
515 442 10132 2013-09-30 111549 204403.01 c(111549, 204403.01)
516 1313 10135 2013-08-29 168864 167799.01 c(168864, 167799.01)
517 712 10136 2013-10-09 35647 187987.01 c(35647, 187987.01)
518 604 10137 2013-10-09 33323 192793.01 c(33323, 192793.01)
519 712 10138 2013-10-09 35647 187987.01 c(35647, 187987.01)
520 394 10139 2013-10-21 229034 181202.01 c(229034, 181202.01)
521 394 10141 2013-10-21 229034 181202.01 c(229034, 181202.01)
522 604 10143 2013-10-09 33323 192793.01 c(33323, 192793.01)
523 1830 10145 2013-10-14 222891 168743.01 c(222891, 168743.01)
524 2188 10146 2013-10-14 223686 179094.01 c(223686, 179094.01)
525 565 10147 2013-09-02 144369 189685.01 c(144369, 189685.01)
526 2328 10148 2013-10-01 241436 197087.01 c(241436, 197087.01)
527 2517 10151 2013-10-07 176472 214798.01 c(176472, 214798.01)
528 864 10152 2013-09-12 97589 217261.01 c(97589, 217261.01)
529 1282 10153 2013-04-29 159599 162127.01 c(159599, 162127.01)
530 1556 10154 2013-04-29 165596 161231.01 c(165596, 161231.01)
531 2494 10155 2013-07-16 182983 208368.01 c(182983, 208368.01)
532 2471 10156 2013-07-16 178909 208394.01 c(178909, 208394.01)
533 2485 10157 2013-07-17 197751 215110.01 c(197751, 215110.01)
534 2485 10158 2013-07-17 197751 215110.01 c(197751, 215110.01)
535 2406 10160 2013-08-27 207965 205852.01 c(207965, 205852.01)
536 641 10162 2013-06-27 27264 180334.01 c(27264, 180334.01)
537 707 10163 2013-06-25 39198 184525.01 c(39198, 184525.01)
538 70 10164 2013-05-30 26021 178440.01 c(26021, 178440.01)
539 2530 10165 2013-08-26 194716 215017.01 c(194716, 215017.01)
540 372 10169 2013-06-05 129004 193176.01 c(129004, 193176.01)
541 326 10170 2013-06-05 137700 193386.01 c(137700, 193386.01)
542 372 10175 2013-06-06 129004 193176.01 c(129004, 193176.01)
543 326 10176 2013-06-06 137700 193386.01 c(137700, 193386.01)
544 372 10181 2013-03-26 129004 193176.01 c(129004, 193176.01)
545 372 10182 2013-03-27 129004 193176.01 c(129004, 193176.01)
546 326 10183 2013-03-26 137700 193386.01 c(137700, 193386.01)
547 326 10184 2013-03-27 137700 193386.01 c(137700, 193386.01)
548 2022 10204 2014-03-11 219267 186876.01 c(219267, 186876.01)
549 326 10227 2014-04-10 137700 193386.01 c(137700, 193386.01)
550 372 10228 2014-04-11 129004 193176.01 c(129004, 193176.01)
551 326 10232 2014-04-11 137700 193386.01 c(137700, 193386.01)
552 372 10233 2014-04-10 129004 193176.01 c(129004, 193176.01)
553 878 10245 2013-04-09 127337 198360.01 c(127337, 198360.01)
554 878 10246 2013-04-10 127337 198360.01 c(127337, 198360.01)
555 878 10249 2013-08-20 127337 198360.01 c(127337, 198360.01)
556 1430 10252 2014-04-22 116808 164340.01 c(116808, 164340.01)
557 1411 10253 2014-04-22 115594 162118.01 c(115594, 162118.01)
558 34 10254 2014-05-15 97593 197285.01 c(97593, 197285.01)
559 1430 10255 2014-04-22 116808 164340.01 c(116808, 164340.01)
560 878 10256 2013-08-21 127337 198360.01 c(127337, 198360.01)
561 878 10257 2013-10-16 127337 198360.01 c(127337, 198360.01)
562 878 10258 2013-10-17 127337 198360.01 c(127337, 198360.01)
563 961 10259 2014-05-15 107615 172322.01 c(107615, 172322.01)
564 2854 10262 2014-04-03 179691 235496.01 c(179691, 235496.01)
565 2852 10263 2014-04-03 180528 235376.01 c(180528, 235376.01)
566 2599 10264 2014-04-04 180457 230792.01 c(180457, 230792.01)
567 1411 10267 2014-04-22 115594 162118.01 c(115594, 162118.01)
568 2405 10268 2014-05-13 154436 196379.01 c(154436, 196379.01)
569 2405 10269 2014-05-14 154436 196379.01 c(154436, 196379.01)
570 1703 10360 2014-06-16 174581 184472.01 c(174581, 184472.01)
571 1704 10362 2014-06-18 190681 188490.01 c(190681, 188490.01)
572 1704 10363 2014-06-16 190681 188490.01 c(190681, 188490.01)
573 1708 10364 2014-06-17 193230 188174.01 c(193230, 188174.01)
574 372 10369 2014-06-25 129004 193176.01 c(129004, 193176.01)
575 372 10370 2014-06-24 129004 193176.01 c(129004, 193176.01)
576 326 10371 2014-06-24 137700 193386.01 c(137700, 193386.01)
577 326 10372 2014-06-25 137700 193386.01 c(137700, 193386.01)
578 991 10373 2014-06-26 121640 186771.01 c(121640, 186771.01)
579 1191 10393 2014-06-26 137860 173454.01 c(137860, 173454.01)
580 1450 10394 2014-06-27 121739 179296.01 c(121739, 179296.01)
581 992 10396 2014-06-27 120619 182729.01 c(120619, 182729.01)
582 301 10444 2014-05-06 97882 173456.01 c(97882, 173456.01)
583 301 10445 2014-05-06 97882 173456.01 c(97882, 173456.01)
584 1234 10451 2014-07-07 139831 155704.01 c(139831, 155704.01)
585 1240 10453 2014-07-07 153632 178620.01 c(153632, 178620.01)
586 1245 10454 2014-07-08 157162 183927.01 c(157162, 183927.01)
587 2676 10457 2014-05-20 246781 205609.01 c(246781, 205609.01)
588 2405 10466 2014-07-24 154436 196379.01 c(154436, 196379.01)
589 2405 10467 2014-07-25 154436 196379.01 c(154436, 196379.01)
590 2684 10472 2014-05-20 251322 202483.01 c(251322, 202483.01)
591 2681 10473 2014-05-22 230176 200113.01 c(230176, 200113.01)
592 1777 10481 2014-08-19 174965 183353.01 c(174965, 183353.01)
593 766 10487 2014-04-02 73477 209079.01 c(73477, 209079.01)
594 817 10489 2014-04-01 71411 224750.01 c(71411, 224750.01)
595 1771 10491 2014-08-20 182599 180519.01 c(182599, 180519.01)
596 1846 10494 2014-08-22 194707 162910.01 c(194707, 162910.01)
597 419 10506 2014-08-13 191799 210001.01 c(191799, 210001.01)
598 419 10507 2014-08-13 191799 210001.01 c(191799, 210001.01)
599 412 10508 2014-08-11 187285 208652.01 c(187285, 208652.01)
600 3198 10510 2014-08-28 141988 160245.01 c(141988, 160245.01)
601 3198 10511 2014-08-28 141988 160245.01 c(141988, 160245.01)
602 132 10523 2014-09-26 73519 169578.01 c(73519, 169578.01)
603 132 10524 2014-09-23 73519 169578.01 c(73519, 169578.01)
604 139 10526 2014-09-23 69422 179652.01 c(69422, 179652.01)
605 139 10527 2014-09-26 69422 179652.01 c(69422, 179652.01)
606 2544 10530 2014-04-23 203139 209299.01 c(203139, 209299.01)
607 281 10532 2014-05-06 80784 158020.01 c(80784, 158020.01)
608 281 10533 2014-05-07 80784 158020.01 c(80784, 158020.01)
609 204 10536 2014-10-02 27015 197023.01 c(27015, 197023.01)
610 204 10537 2014-09-30 27015 197023.01 c(27015, 197023.01)
611 326 10542 2014-10-08 137700 193386.01 c(137700, 193386.01)
612 372 10545 2014-10-08 129004 193176.01 c(129004, 193176.01)
613 2405 10553 2014-11-06 154436 196379.01 c(154436, 196379.01)
614 2405 10554 2014-11-07 154436 196379.01 c(154436, 196379.01)
615 907 10665 2014-07-03 143537 216090.01 c(143537, 216090.01)
616 2587 10672 2014-07-18 252524 203300.01 c(252524, 203300.01)
617 2580 10673 2014-07-15 242973 176640.01 c(242973, 176640.01)
618 980 10739 2014-09-05 101312 165599.01 c(101312, 165599.01)
619 1008 10740 2014-09-19 102718 166792.01 c(102718, 166792.01)
620 1007 10741 2014-09-19 102025 166925.01 c(102025, 166925.01)
621 3271 10939 2015-03-27 63647 204233.01 c(63647, 204233.01)
622 1719 10943 2015-03-16 216236 174496.01 c(216236, 174496.01)
623 1858 10944 2015-03-17 203352 179821.01 c(203352, 179821.01)
624 2873 10945 2015-03-17 230500 162092.01 c(230500, 162092.01)
625 326 10957 2015-04-01 137700 193386.01 c(137700, 193386.01)
626 326 10958 2015-04-02 137700 193386.01 c(137700, 193386.01)
627 372 10959 2015-04-01 129004 193176.01 c(129004, 193176.01)
628 372 10960 2015-04-02 129004 193176.01 c(129004, 193176.01)
629 1668 10963 2015-04-10 134167 160364.01 c(134167, 160364.01)
630 1975 10967 2015-04-10 143628 159539.01 c(143628, 159539.01)
631 1256 10968 2015-04-03 156312 173790.01 c(156312, 173790.01)
632 2261 10990 2015-05-05 252062 160282.01 c(252062, 160282.01)
633 272 10991 2015-04-28 42940 188005.01 c(42940, 188005.01)
634 1966 10993 2015-04-24 174350 179128.01 c(174350, 179128.01)
635 1136 10997 2015-05-07 82776 177591.01 c(82776, 177591.01)
636 3025 11014 2015-05-04 204744 204553.01 c(204744, 204553.01)
637 2262 11015 2015-05-05 251842 160775.01 c(251842, 160775.01)
638 2580 11020 2015-06-18 242973 176640.01 c(242973, 176640.01)
639 2587 11028 2015-06-15 252524 203300.01 c(252524, 203300.01)
640 3167 11029 2015-06-18 244934 184449.01 c(244934, 184449.01)
641 431 11031 2015-04-13 141752 195299.01 c(141752, 195299.01)
642 568 11032 2015-04-13 144289 194058.01 c(144289, 194058.01)
643 2941 11043 2012-04-03 245648 183606.01 c(245648, 183606.01)
644 2941 11044 2012-03-22 245648 183606.01 c(245648, 183606.01)
645 3167 11045 2012-04-03 244934 184449.01 c(244934, 184449.01)
646 3167 11046 2012-03-22 244934 184449.01 c(244934, 184449.01)
647 2485 11047 2015-07-06 197751 215110.01 c(197751, 215110.01)
648 2612 11051 2015-07-10 238220 208419.01 c(238220, 208419.01)
649 2337 11052 2015-07-23 250507 200109.01 c(250507, 200109.01)
650 326 11054 2015-07-29 137700 193386.01 c(137700, 193386.01)
651 326 11055 2015-07-30 137700 193386.01 c(137700, 193386.01)
652 372 11056 2015-07-29 129004 193176.01 c(129004, 193176.01)
653 372 11057 2015-07-30 129004 193176.01 c(129004, 193176.01)
654 2194 11071 2015-07-28 195456 204127.01 c(195456, 204127.01)
655 2195 11073 2015-07-28 193959 203373.01 c(193959, 203373.01)
656 477 11083 2015-09-07 93586 198328.01 c(93586, 198328.01)
657 477 11084 2015-09-09 93586 198328.01 c(93586, 198328.01)
658 747 11085 2015-09-22 37965 185901.01 c(37965, 185901.01)
659 2588 11086 2015-07-16 253494 204537.01 c(253494, 204537.01)
660 326 11163 2015-10-27 137700 193386.01 c(137700, 193386.01)
661 326 11164 2015-10-28 137700 193386.01 c(137700, 193386.01)
662 372 11165 2015-10-27 129004 193176.01 c(129004, 193176.01)
663 372 11166 2015-10-28 129004 193176.01 c(129004, 193176.01)
664 3167 11242 2014-07-15 244934 184449.01 c(244934, 184449.01)
665 2776 11244 2016-04-01 224635 211396.01 c(224635, 211396.01)
666 2685 11245 2016-03-31 236203 207409.01 c(236203, 207409.01)
667 1008 11249 2014-03-10 102718 166792.01 c(102718, 166792.01)
668 326 11260 2016-04-05 137700 193386.01 c(137700, 193386.01)
669 326 11261 2016-04-06 137700 193386.01 c(137700, 193386.01)
670 372 11264 2016-04-05 129004 193176.01 c(129004, 193176.01)
671 372 11265 2016-04-06 129004 193176.01 c(129004, 193176.01)
672 2405 11286 2016-05-18 154436 196379.01 c(154436, 196379.01)
673 2405 11287 2016-05-19 154436 196379.01 c(154436, 196379.01)
674 1725 11323 2016-03-07 214565 163495.01 c(214565, 163495.01)
675 1727 11325 2016-03-07 214359 177065.01 c(214359, 177065.01)
676 2761 11339 2016-03-30 223953 218079.01 c(223953, 218079.01)
677 2761 11340 2016-03-30 223953 218079.01 c(223953, 218079.01)
678 36 11341 2016-03-24 93083 192618.01 c(93083, 192618.01)
679 55 11342 2016-03-16 85328 213354.01 c(85328, 213354.01)
680 243 11343 2016-03-16 68065 194258.01 c(68065, 194258.01)
681 1329 11344 2016-03-02 164178 180046.01 c(164178, 180046.01)
682 656 11345 2016-04-12 43622 198055.01 c(43622, 198055.01)
683 650 11346 2016-04-12 43455 194640.01 c(43455, 194640.01)
684 670 11347 2016-04-14 43400 191247.01 c(43400, 191247.01)
685 658 11348 2016-04-15 35636 184182.01 c(35636, 184182.01)
686 651 11349 2016-04-13 43791 192877.01 c(43791, 192877.01)
687 821 11352 2016-03-17 60588 209931.01 c(60588, 209931.01)
688 187 11354 2016-03-21 126839 208994.01 c(126839, 208994.01)
689 935 11355 2016-03-24 63146 172241.01 c(63146, 172241.01)
690 1913 11377 2016-03-14 185747 177772.01 c(185747, 177772.01)
691 2067 11378 2016-03-14 201667 191129.01 c(201667, 191129.01)
692 1754 11379 2016-03-11 207087 170672.01 c(207087, 170672.01)
693 1860 11384 2016-03-14 195082 182911.01 c(195082, 182911.01)
694 249 11404 2016-03-24 104970 200072.01 c(104970, 200072.01)
695 2580 11432 2016-08-19 242973 176640.01 c(242973, 176640.01)
696 2582 11433 2016-08-19 246716 182140.01 c(246716, 182140.01)
697 2573 11434 2016-08-22 246152 183843.01 c(246152, 183843.01)
698 2587 11440 2016-08-26 252524 203300.01 c(252524, 203300.01)
699 326 11450 2016-06-30 137700 193386.01 c(137700, 193386.01)
700 326 11451 2016-07-01 137700 193386.01 c(137700, 193386.01)
701 372 11452 2016-06-30 129004 193176.01 c(129004, 193176.01)
702 372 11453 2016-07-01 129004 193176.01 c(129004, 193176.01)
703 1233 11460 2016-05-24 169426 169835.01 c(169426, 169835.01)
704 2405 11465 2016-08-03 154436 196379.01 c(154436, 196379.01)
705 2405 11466 2016-08-02 154436 196379.01 c(154436, 196379.01)
706 812 11471 2016-03-15 62797 220994.01 c(62797, 220994.01)
707 987 11481 2016-10-11 115606 185457.01 c(115606, 185457.01)
708 431 11483 2016-10-11 141752 195299.01 c(141752, 195299.01)
709 429 11497 2016-10-11 141934 184579.01 c(141934, 184579.01)
710 1251 11499 2016-09-28 143940 165332.01 c(143940, 165332.01)
711 537 11500 2016-09-26 149447 192609.01 c(149447, 192609.01)
712 537 11501 2016-09-26 149447 192609.01 c(149447, 192609.01)
713 812 11509 2016-03-15 62797 220994.01 c(62797, 220994.01)
714 1229 11518 2016-05-23 168939 162919.01 c(168939, 162919.01)
715 1202 11521 2016-05-23 168795 164165.01 c(168795, 164165.01)
716 1230 11522 2016-05-23 168946 162786.01 c(168946, 162786.01)
717 1216 11523 2016-05-25 171171 186173.01 c(171171, 186173.01)
718 146 11525 2016-05-02 72761 178832.01 c(72761, 178832.01)
719 326 11526 2016-10-27 137700 193386.01 c(137700, 193386.01)
720 326 11527 2016-10-28 137700 193386.01 c(137700, 193386.01)
721 372 11528 2016-10-27 129004 193176.01 c(129004, 193176.01)
722 1223 11529 2016-05-24 169477 168972.01 c(169477, 168972.01)
723 372 11530 2016-10-28 129004 193176.01 c(129004, 193176.01)
724 148 11532 2016-05-02 75616 178160.01 c(75616, 178160.01)
725 1207 11537 2016-05-26 159042 190349.01 c(159042, 190349.01)
726 301 11539 2016-05-04 97882 173456.01 c(97882, 173456.01)
727 1240 11547 2016-10-25 153632 178620.01 c(153632, 178620.01)
728 1240 11549 2016-06-13 153632 178620.01 c(153632, 178620.01)
729 1240 11551 2016-06-14 153632 178620.01 c(153632, 178620.01)
730 534 11560 2016-10-24 165091 203720.01 c(165091, 203720.01)
731 169 11561 2016-10-26 211754 202400.01 c(211754, 202400.01)
732 2405 11562 2016-10-18 154436 196379.01 c(154436, 196379.01)
733 1871 11563 2016-09-27 186280 185890.01 c(186280, 185890.01)
734 2405 11564 2016-10-20 154436 196379.01 c(154436, 196379.01)
735 1872 11565 2016-09-27 183689 185682.01 c(183689, 185682.01)
736 556 11566 2016-09-26 153255 181683.01 c(153255, 181683.01)
737 556 11567 2016-09-26 153255 181683.01 c(153255, 181683.01)
738 169 11581 2016-10-24 211754 202400.01 c(211754, 202400.01)
739 534 11587 2016-10-26 165091 203720.01 c(165091, 203720.01)
740 2558 11600 2016-09-21 176099 215473.01 c(176099, 215473.01)
741 568 11681 2016-03-08 144289 194058.01 c(144289, 194058.01)
742 431 11706 2016-03-08 141752 195299.01 c(141752, 195299.01)
743 1442 11849 2016-05-30 121388 160381.01 c(121388, 160381.01)
744 2580 11851 2015-03-17 242973 176640.01 c(242973, 176640.01)
745 1232 11854 2016-05-24 169342 169762.01 c(169342, 169762.01)
746 1768 11855 2016-10-21 200729 183672.01 c(200729, 183672.01)
747 2526 11861 2016-07-18 177482 201833.01 c(177482, 201833.01)
748 1984 11866 2017-03-17 172591 173419.01 c(172591, 173419.01)
749 1324 11867 2017-03-16 176098 172228.01 c(176098, 172228.01)
750 326 11872 2017-04-06 137700 193386.01 c(137700, 193386.01)
751 326 11873 2017-04-07 137700 193386.01 c(137700, 193386.01)
752 372 11874 2017-04-06 129004 193176.01 c(129004, 193176.01)
753 372 11875 2017-04-07 129004 193176.01 c(129004, 193176.01)
754 52 11878 2017-04-04 106052 205458.01 c(106052, 205458.01)
755 579 11879 2017-04-04 87040 190746.01 c(87040, 190746.01)
756 586 11880 2017-04-04 82508 193437.01 c(82508, 193437.01)
757 575 11881 2017-04-03 115233 204475.01 c(115233, 204475.01)
758 576 11883 2017-04-03 118784 204611.01 c(118784, 204611.01)
759 2069 11887 2017-03-07 205867 194919.01 c(205867, 194919.01)
760 2066 11888 2017-03-08 201668 191143.01 c(201668, 191143.01)
761 2066 11889 2017-03-09 201668 191143.01 c(201668, 191143.01)
762 2066 11890 2017-03-13 201668 191143.01 c(201668, 191143.01)
763 2131 11891 2017-03-09 195303 188403.01 c(195303, 188403.01)
764 2069 11892 2017-03-08 205867 194919.01 c(205867, 194919.01)
765 2069 11893 2017-03-13 205867 194919.01 c(205867, 194919.01)
766 2063 11894 2017-03-07 202898 193429.01 c(202898, 193429.01)
767 2029 11895 2017-03-09 193665 188889.01 c(193665, 188889.01)
768 2029 11896 2017-03-10 193665 188889.01 c(193665, 188889.01)
769 2063 11897 2017-03-13 202898 193429.01 c(202898, 193429.01)
770 2828 11901 2017-04-12 242917 161373.01 c(242917, 161373.01)
771 2826 11903 2017-04-13 243002 161251.01 c(243002, 161251.01)
772 3167 11906 2017-04-18 244934 184449.01 c(244934, 184449.01)
773 2069 11907 2017-03-10 205867 194919.01 c(205867, 194919.01)
774 2941 11908 2017-04-18 245648 183606.01 c(245648, 183606.01)
775 2066 11909 2017-03-10 201668 191143.01 c(201668, 191143.01)
776 3094 11910 2017-04-10 249923 198645.01 c(249923, 198645.01)
777 2063 11911 2017-03-08 202898 193429.01 c(202898, 193429.01)
778 2308 11913 2017-04-10 251179 200682.01 c(251179, 200682.01)
779 2823 11915 2017-04-20 243281 161115.01 c(243281, 161115.01)
780 3095 11916 2017-04-10 249885 198568.01 c(249885, 198568.01)
781 3096 11917 2017-04-14 249907 198482.01 c(249907, 198482.01)
782 3097 11918 2017-04-14 249920 198389.01 c(249920, 198389.01)
783 1462 11920 2017-05-10 132232 175409.01 c(132232, 175409.01)
784 1458 11921 2017-05-10 133545 171241.01 c(133545, 171241.01)
785 3098 11922 2017-04-19 249969 198004.01 c(249969, 198004.01)
786 1452 11923 2017-05-11 117051 166854.01 c(117051, 166854.01)
787 1148 11924 2017-05-19 67070 171013.01 c(67070, 171013.01)
788 1979 11925 2017-03-16 167423 172059.01 c(167423, 172059.01)
789 678 11927 2017-05-04 35707 174139.01 c(35707, 174139.01)
790 2883 11929 2017-05-02 196623 216707.01 c(196623, 216707.01)
791 2531 11930 2017-05-02 195473 219022.01 c(195473, 219022.01)
792 2507 11931 2017-05-02 184965 213826.01 c(184965, 213826.01)
793 1151 11932 2017-05-19 72766 171292.01 c(72766, 171292.01)
794 677 11933 2017-05-05 37003 176323.01 c(37003, 176323.01)
795 1143 11937 2017-05-18 82850 179425.01 c(82850, 179425.01)
796 679 11942 2017-05-05 33266 171285.01 c(33266, 171285.01)
797 2600 11945 2017-04-26 168978 234767.01 c(168978, 234767.01)
798 1249 11946 2017-03-31 164214 188867.01 c(164214, 188867.01)
